Athlete_ID,Gender,Name,Nationality
18149,M,Lubos Racansky,Czechoslovakia
18150,M,Ralf Schumann,Germany
18151,M,Afanasijs Kuzmins,Latvia
18152,M,Vladimir Vokhmyanin,Soviet Union
18153,F,Duihong Li,China
18154,F,Dorzhsuren Munkhbayar,Mongolia
18155,M,Konstantin Lukashik,Soviet Union
18156,M,Eun-Chul Lee,South Korea
18157,M,Harald Stenvaag,Norway
18158,M,Stevan Pletikosic,Yugoslavia
18159,M,Grachiya Petikyan,Soviet Union
18160,M,Robert Foth,United States
18161,M,Ryohei Koba,Japan
18162,F,Launi Meili,United States
18163,F,Nonka Matova,Bulgaria
18164,F,Malgorzata Ksiazkiewicz,Poland
18165,M,Petr Hrdlicka,Czechoslovakia
18166,M,Kasumi Watanabe,Japan
18167,M,Marco Venturini,Italy
18168,M,Juan Giha,Peru
18169,M,Bruno Mario Rossetti,Italy
18170,F,Shan Zhang,China
18171,F,Cathy Turner,United States
18172,F,Yan Li,China
18173,F,Ok-Sil Hwang,North Korea
18174,M,Kim Gi-Hun,South Korea
18175,M,Frédéric Blackburn,Canada
18176,M,Joon-Ho Lee,South Korea
18177,F,Annie Perreault,Canada
18178,F,Nathalie Lambert,Canada
18179,F,Sylvie Daigle,Canada
18180,F,Angela Cutrone,Canada
18181,F,Amy Peterson,United States
18182,F,Darcie Dohnal,United States
18183,F,Nikki Ziegelmeyer,United States
18184,F,Viktoriya Taranina,Soviet Union
18185,F,Yuliya Allagulova,Soviet Union
18186,F,Natalya Isakova,Soviet Union
18187,F,Yuliya Vlasova,Soviet Union
18188,M,Ji-Su Mo,South Korea
18189,M,Jae-Kun Song,South Korea
18190,M,Ki-Hoon Kim,South Korea
18191,M,Marck Lackie,Canada
18192,M,Michel Daignault,Canada
18193,M,Sylvain Gagnon,Canada
18194,M,Yuichi Akasaka,Japan
18195,M,Tatsuyoshi Ishihara,Japan
18196,M,Toshinobu Kawai,Japan
18197,M,Tsutomu Kawasaki,Japan
18198,M,Toni Nieminen,Finland
18199,M,Martin Höllwarth,Austria
18200,M,Heinz Kuttin,Austria
18201,M,Ernst Vettori,Austria
18202,M,Risto Laakkonen,Finland
18203,M,Mika Laitinen,Finland
18204,M,Andreas Felder,Austria
18205,M,Jirí Parma,Czech Republic
18206,M,Frantisek Jez,Czech Republic
18207,M,Jaroslav Sakala,Czech Republic
18208,M,Tomás Goder,Czech Republic
18209,M,Uwe-Jens Mey,Germany
18210,M,Toshiyuki Kuroiwa,Japan
18211,M,Junichi Inoue,Japan
18212,F,Qiaobo Ye,China
18213,F,Christa Rothenburger,Germany
18214,M,Olaf Zinke,Germany
18215,M,Yoon-Man Kim,South Korea
18216,M,Yukinori Miyabe,Japan
18217,F,Monique Garbrecht,Germany
18218,M,Johann Koss,Norway
18219,M,Ådne Søndrål,Norway
18220,F,Jacqueline Börner,Germany
18221,F,Gunda Niemann,Germany
18222,F,Seiko Hashimoto,Japan
18223,F,Heike Warnicke,Germany
18224,F,Emese Hunyady,Austria
18225,M,Geir Karlstad,Norway
18226,M,Falko Zandstra,Netherlands
18227,F,Claudia Pechstein,Germany
18228,M,Bart Veldkamp,Netherlands
18229,F,Angel Martino,United States
18230,M,Gustavo França Borges,Brazil
18231,F,Jenny Thompson,United States
18232,F,Franziska van Almsick,Germany
18233,M,Yevgeny Sadovyi,Soviet Union
18234,M,Antti Kasvio,Finland
18235,F,Nicole Haislett,United States
18236,F,Kerstin Kielgaß,Germany
18237,M,Kieren Perkins,Australia
18238,F,Dagmar Hase,Germany
18239,F,Hayley Lewis,Australia
18240,F,Jana Henke,Germany
18241,M,Glen Housman,Australia
18242,M,Jörg Hoffmann,Germany
18243,M,Jon Olsen,United States
18244,M,Joe Hudepohl,United States
18245,M,Joel Thomas,United States
18246,M,Pavel Khnykin,Soviet Union
18247,M,Vlad Pyshnenko,Soviet Union
18248,M,Veniamin Tayanovich,Soviet Union
18249,M,Dirk Richter,Germany
18250,M,Mark Pinger,Germany
18251,M,Christian Tröger,Germany
18252,M,Steffen Zesner,Germany
18253,M,Andreas Szigat,Germany
18254,M,Bengt Zikarsky,Germany
18255,F,Ashley Tappin,United States
18256,F,Crissy Ahmann-Leighton,United States
18257,F,Jingyi Le,China
18258,F,Bin Lu,China
18259,F,Kun Zhao,China
18260,F,Daniela Hunger,Germany
18261,F,Simone Osygus,Germany
18262,F,Manuela Stellmach,Germany
18263,F,Annette Hadding,Germany
18264,M,Dmitry Lepikov,Soviet Union
18265,M,Vladimir Pyshnenko,Soviet Union
18266,M,Aleksey Kudryavtsev,Soviet Union
18267,M,Yury Mukhin,Soviet Union
18268,M,Lars Frölander,Sweden
18269,M,Christer Wallin,Sweden
18270,M,Tommy Werner,Sweden
18271,M,Melvin Stewart,United States
18272,M,Jeff Rouse,United States
18273,F,Tünde Szabó,Hungary
18274,F,Lea Loveless,United States
18275,M,Martin López-Zubero,Spain
18276,M,Vladimir Selkov,Soviet Union
18277,F,Nicole Stevenson,Australia
18278,M,Nelson Diebel,United States
18279,M,Norbert Rózsa,Hungary
18280,M,Philip Rogers,Australia
18281,F,Yelena Rudkovskaya,Soviet Union
18282,F,Anita Nall,United States
18283,F,Samantha Riley,Australia
18284,M,Mike Barrowman,United States
18285,F,Kyoko Iwasaki,Japan
18286,F,Li Lin,China
18287,M,Rafal Szukala,Poland
18288,M,Danyon Loader,New Zealand
18289,M,Frank Esposito,France
18290,F,Summer Sanders,United States
18291,F,Xiaohong Wang,China
18292,F,Susan O'Neill,Australia
18293,M,Gregory Burgess,United States
18294,M,Attila Czene,Hungary
18295,M,Eric Namesnik,United States
18296,M,Luca Sacchi,Italy
18297,M,Scott Jaffe,United States
18298,M,Hans Dersch,United States
18299,M,Vasily Ivanov,Soviet Union
18300,M,Vladislav Kulikov,Soviet Union
18301,M,Marcel Gery,Canada
18302,M,Stephen Clarke,Canada
18303,M,Jon Cleveland,Canada
18304,F,Megan Kleine,United States
18305,F,Elizabeth Wagstaff,United States
18306,F,Jana Dörries,Germany
18307,F,Bettina Ustrowski,Germany
18308,F,Daniela Brendel,Germany
18309,F,Nina Zhivanevskaya,Soviet Union
18310,F,Olga Kirichenko,Soviet Union
18311,F,Natalya Meshcheryakova,Soviet Union
18312,F,Elena Choubina,Soviet Union
18313,F,Kristen Babb-Sprague,United States
18314,F,Sylvie Fréchette,Canada
18315,F,Fumiko Okuno,Japan
18316,F,Penny Vilagos,Canada
18317,F,Vicky Vilagos,Canada
18318,F,Aki Takayama,Japan
18319,M,Jan-Ove Waldner,Sweden
18320,M,Jean-Philippe Gatien,France
18321,M,Taek-Soo Kim,South Korea
18322,M,Wenge Ma,China
18323,F,Yaping Deng,China
18324,F,Hong Qiao,China
18325,F,Bun-Hui Li,North Korea
18326,M,Lin Lu,China
18327,M,Tao Wang,China
18328,M,Steffen Fetzner,Germany
18329,M,Jörg Roßkopf,Germany
18330,M,Chul-Seung Lee,South Korea
18331,M,Hee-Chan Kang,South Korea
18332,F,Zihe Chen,China
18333,F,Jun Gao,China
18334,F,Cha-Ok Hong,South Korea
18335,F,Sun-Bok Yu,North Korea
18336,M,Marc Rosset,Switzerland
18337,M,Jordi Arrese,Spain
18338,M,Andrey Cherkasov,Soviet Union
18339,M,Goran Ivanisevic,Croatia
18340,F,Jennifer Capriati,United States
18341,F,Steffi Graf,Germany
18342,F,Mary-Joe Fernandez,United States
18343,F,Arantxa Sánchez Vicario,Spain
18344,M,Boris Becker,Germany
18345,M,Michael Stich,Germany
18346,M,Piet Norval,South Africa
18347,M,Wayne Ferreira,South Africa
18348,M,Goran Prpic,Croatia
18349,M,Javier Frana,Argentina
18350,M,Christian Miniussi,Argentina
18351,F,Gigi Fernandez,United States
18352,F,Conchita Martinez,Spain
18353,F,Leila Meskhi,Soviet Union
18354,F,Natalya Zvereva,Soviet Union
18355,F,Nicole Provis,Australia
18356,F,Rachel McQuillan,Australia
18357,M,Douglas Chiarotti,Brazil
18358,M,Jorge de Brito,Brazil
18359,M,Talmo Curto de Oliveira,Brazil
18360,M,André Falbo Ferreira,Brazil
18361,M,Giovane Gavio,Brazil
18362,M,Antônio Gouveia,Brazil
18363,M,Mauricio Lima,Brazil
18364,M,Marcelo Negrão,Brazil
18365,M,Tande Ramos Samuel,Brazil
18366,M,Janelson Carvalho Santos,Brazil
18367,M,Paulo Juroski Silva,Brazil
18368,M,Avital Selinger,Netherlands
18369,M,Martin Teffer,Netherlands
18370,M,Martin van der Horst,Netherlands
18371,M,Olof van der Meulen,Netherlands
18372,M,Ronald Zoodsma,Netherlands
18373,M,Ron Zwerver,Netherlands
18374,M,Henk-Jan Held,Netherlands
18375,M,Marko Klok,Netherlands
18376,M,Jan Posthuma,Netherlands
18377,M,Ronald Boudrie,Netherlands
18378,M,Edwin Benne,Netherlands
18379,M,Peter Blangé,Netherlands
18380,M,Nick Becker,United States
18381,M,Carlos Briceno,United States
18382,M,Brent Hilliard,United States
18383,M,Bryan Ivie,United States
18384,M,Daniel Greenbaum,United States
18385,M,Robert Samuelson,United States
18386,F,Regla Torres,Cuba
18387,F,Mireya Luis,Cuba
18388,F,Tania Ortiz,Cuba
18389,F,Norka Latamblet,Cuba
18390,F,Lilia Izquierdo,Cuba
18391,F,Mercedes Calderón,Cuba
18392,F,Magaly Carvajal,Cuba
18393,F,Marlenis Costa,Cuba
18394,F,Regla Bell,Cuba
18395,F,Idalmis Gato,Cuba
18396,F,Natalya Morozova,Soviet Union
18397,F,Yevgeniya Artamonova,Soviet Union
18398,F,Liane Sato,United States
18399,F,Elaina Oden,United States
18400,F,Kimberley Oden,United States
18401,F,Teee Sanders,United States
18402,F,Yoko Zetterlund,United States
18403,F,Tammy Liley,United States
18404,F,Ruth Lawanson,United States
18405,F,Caren Kemner,United States
18406,F,Janet Cobbs,United States
18407,F,Tara Cross-Battle,United States
18408,F,Lori Endicott,United States
18409,M,Carlo Silipo,Italy
18410,M,Amedeo Pomilio,Italy
18411,M,Franco Porzio,Italy
18412,M,Pino Porzio,Italy
18413,M,Massimiliano Ferretti,Italy
18414,M,Mario Fiorillo,Italy
18415,M,Ferdinando Gandolfi,Italy
18416,M,Francesco Attolico,Italy
18417,M,Alessandro Bovo,Italy
18418,M,Paolo Caldarella,Italy
18419,M,Alessandro Campagna,Italy
18420,M,Marco D'Altrui,Italy
18421,M,Ruben Michavila,Spain
18422,M,Marcos Gonzalez,Spain
18423,M,Daniel Ballart,Spain
18424,M,Toto Garcia,Spain
18425,M,Chava Gomez,Spain
18426,M,Manuel Estiarte,Spain
18427,M,Jesús Rollán,Spain
18428,M,José Pico,Spain
18429,M,Sergio Pedrerol,Spain
18430,M,Miki Oca,Spain
18431,M,Ricardo Sánchez,Spain
18432,M,Chiqui Sans,Spain
18433,M,Aleksey Vdovin,Soviet Union
18434,M,Nikolay Kozlov,Soviet Union
18435,M,Aleksandr Ogorodnikov,Soviet Union
18436,M,Andrey Belofastov,Soviet Union
18437,M,Aleksandr Chigir,Soviet Union
18438,M,Vladimir Karabutov,Soviet Union
18439,M,Dmitry Gorshkov,Soviet Union
18440,M,Ivan Ivanov,Bulgaria
18441,M,Qisheng Lin,China
18442,M,Traian loachim Ciharean,Romania
18443,M,Jianming Luo,China
18444,M,Nikolay Peshalov,Bulgaria
18445,M,Yoto Yotov,Bulgaria
18446,M,Andreas Behm,Germany
18447,M,Fyodor Kasapu,Soviet Union
18448,M,Pablo Lara,Cuba
18449,M,Myong-Nam Kim,North Korea
18450,M,Pyrros Dimas,Greece
18451,M,Krzysztof Siemion,Poland
18452,M,Akakide Kakhiashvilis,Soviet Union
18453,M,Sergey Syrtsov,Soviet Union
18454,M,Sergiusz Wolczaniecki,Poland
18455,M,Viktor Tregubov,Soviet Union
18456,M,Timur Taymazov,Soviet Union
18457,M,Waldemar Malak,Poland
18458,M,Ronny Weller,Germany
18459,M,Artur Akoyev,Soviet Union
18460,M,Stefan Botev,Bulgaria
18461,M,Manfred Nerlinger,Germany
18462,M,Il Kim,North Korea
18463,M,Jong-Shin Kim,South Korea
18464,M,Vugar Orudzhov,Soviet Union
18465,M,Hak-Son Li,North Korea
18466,M,Zeke Jones,United States
18467,M,Valentin Dimitrov Jordanov,Bulgaria
18468,M,Alejandro Puerto,Cuba
18469,M,Sergey Smal,Soviet Union
18470,M,Yong-Sik Kim,North Korea
18471,M,Lázaro Reinoso,Cuba
18472,M,Valentin Getzov,Bulgaria
18473,M,Amir Reza Khadem Azghadi,Iran
18474,M,Kevin Jackson,United States
18475,M,Elmadi Zhabrailov,Soviet Union
18476,M,Rasull Azghadi Khadem,Iran
18477,M,Kenan Simsek,Turkey
18478,M,Christopher Campbell,United States
18479,M,Heiko Balz,Germany
18480,M,Ali Kayali,Turkey
18481,M,Jeffrey Thue,Canada
18482,M,Oleg Kucherenko,Soviet Union
18483,M,Wilber Sánchez,Cuba
18484,M,Alfred Ter-Mkrtychyan,Soviet Union
18485,M,Kyung-Kap Min,South Korea
18486,M,Han-Bong An,South Korea
18487,M,Rifat Yildiz,Germany
18488,M,Zetian Sheng,China
18489,M,Akif Pirim,Turkey
18490,M,Sergey Martinov,Soviet Union
18491,M,Juan Marén,Cuba
18492,M,Attila Repka,Hungary
18493,M,Islam Duguchiyev,Soviet Union
18494,M,Rodney Smith,United States
18495,M,Mnatsakan Iskandaryan,Soviet Union
18496,M,Torbjörn Kornbakk,Sweden
18497,M,Péter Farkas,Hungary
18498,M,Piotr Stepien,Poland
18499,M,Maik Bullmann,Germany
18500,M,Hakki Basar,Turkey
18501,M,Gogi Koguashvili,Soviet Union
18502,M,Hector Milián,Cuba
18503,M,Sergey Demiashkevich,Soviet Union
18504,M,Ioan Grigoras,Romania
18505,M,Lasse Kjus,Norway
18506,M,Harald Nilsen,Norway
18507,F,Alenka Dovzan,Slovenia
18508,M,Tommy Moe,United States
18509,M,Edward Podivinsky,Canada
18510,F,Picabo Street,United States
18511,F,Isolde Kostner,Italy
18512,M,Markus Wasmeier,Germany
18513,M,Urs Kälin,Switzerland
18514,M,Christian Mayer,Austria
18515,F,Martina Ertl,Germany
18516,M,Thomas Stangassinger,Austria
18517,M,Jure Kosir,Slovenia
18518,F,Elfi Eder,Austria
18519,F,Katja Koren,Slovenia
18520,F,Svetlana Gladisheva,Russia
18521,F,Svetlana Paramygina,Belarus
18522,F,Valentyna Tserbe,Great Britain
18523,M,Sergey Chepikov,Russia
18524,M,Sergej Tarasov,Russia
18525,M,Frank Luck,Germany
18526,M,Sven Fischer,Germany
18527,M,Vladimir Dratshev,Russia
18528,M,Valery Kiriyenko,Russia
18529,M,Thierry Dusserre,France
18530,M,Hervé Flandin,France
18531,M,Patrice Bailly-Salins,France
18532,M,Lionel Laurent,France
18533,F,Louisa Noskova,Russia
18534,F,Anfisa Reztsova,Russia
18535,F,Natalja Snytina,Russia
18536,F,Nadejda Talanova,Russia
18537,F,Simone Greiner-Petter-Memm,Germany
18538,F,Delphyne Heymann,France
18539,M,Reto Götschi,Switzerland
18540,M,Guido Acklin,Switzerland
18541,M,Günther Huber,Italy
18542,M,Stefano Ticci,Italy
18543,M,Alexander Szelig,Germany
18544,M,Olaf Hampel,Germany
18545,M,Karsten Brannasch,Germany
18546,M,Harald Czudaj,Germany
18547,M,Domenico Semeraro,Switzerland
18548,M,Carsten Embach,Germany
18549,M,Ulf Hielscher,Germany
18550,F,Lyubov Yegorova,Russia
18551,M,Vladimir Smirnov,Kazakhstan
18552,F,Nina Gavrilyuk,Russia
18553,M,Thomas Alsgård,Norway
18554,M,Mika Myllylä,Finland
18555,F,Marit Mikkelsplass,Norway
18556,M,Sture Sivertsen,Norway
18557,F,Larissa Lasutina,Russia
18558,F,Yelena Välbe,Russia
18559,F,Anita Moen,Norway
18560,M,Jari Isometsä,Finland
18561,M,Jari Räsänen,Finland
18562,M,Alexey Urmanov,Russia
18563,M,Elvis Stojko,Canada
18564,M,Philippe Candeloro,France
18565,F,Oksana Bajul,Great Britain
18566,F,Lu Chen,China
18567,M,Sergey Grinkov,Russia
18568,F,Ekaterina Gordeyeva,Russia
18569,M,Artur Dmitriyev,Russia
18570,F,Natalya Mishkutionok,Russia
18571,M,Yevgeny Platov,Russia
18572,F,Oksana Grichuk,Russia
18573,M,Aleksandr Zhulin,Russia
18574,F,Maiya Usova,Russia
18575,M,Andreas Schönbächler,Switzerland
18576,M,Philippe LaRoche,Canada
18577,M,Lloyd Langlois,Canada
18578,F,Lina Cheryasova,Uzbekistan
18579,F,Marie Lindgren,Sweden
18580,F,Hilde Synnøve Lid,Norway
18581,M,Jean-Luc Brassard,Canada
18582,M,Sergei Shupletsov,Russia
18583,F,Elizabeth McIntyre,United States
18584,F,Yelizaveta Kozhevnikova,Russia
18585,M,Håkan Loob,Sweden
18586,M,Stefan Örnskog,Sweden
18587,M,Leif Rohlin,Sweden
18588,M,Daniel Rydmark,Sweden
18589,M,Tommy Salo,Sweden
18590,M,Fredrik Stillman,Sweden
18591,M,Magnus Svensson,Sweden
18592,M,Håkan Algotsson,Sweden
18593,M,Charles Berglund,Sweden
18594,M,Andreas Dackell,Sweden
18595,M,Christian Due-Boje,Sweden
18596,M,Niklas Eriksson,Sweden
18597,M,Peter Forsberg,Sweden
18598,M,Roger Hansson,Sweden
18599,M,Roger Johansson,Sweden
18600,M,Jörgen Jönsson,Sweden
18601,M,Kenny Jönsson,Sweden
18602,M,Patrik Juhlin,Sweden
18603,M,Patrik Kjellberg,Sweden
18604,M,Adrian Aucoin,Canada
18605,M,Mark Astley,Canada
18606,M,David Harlock,Canada
18607,M,Corey Hirsch,Canada
18608,M,Todd Hlushko,Canada
18609,M,Greg Johnson,Canada
18610,M,Paul Kariya,Canada
18611,M,Christopher Kontos,Canada
18612,M,Chris Therien,Canada
18613,M,Todd Warriner,Canada
18614,M,Brad Werenka,Canada
18615,M,Ken Lovsin,Canada
18616,M,Derek Mayer,Canada
18617,M,Peter Nedved,Canada
18618,M,Dwayne Norris,Canada
18619,M,Greg Parks,Canada
18620,M,Jean Yves Roy,Canada
18621,M,Brian Savage,Canada
18622,M,Mika Alatalo,Finland
18623,M,Vesa Hämäläinen,Finland
18624,M,Timo Jutila,Finland
18625,M,Sami Kapanen,Finland
18626,M,Marko Kiprusov,Finland
18627,M,Saku Koivu,Finland
18628,M,Janne Laukkanen,Finland
18629,M,Tero Lehterä,Finland
18630,M,Jere Lehtinen,Finland
18631,M,Mikko Mäkelä,Finland
18632,M,Mika Nieminen,Finland
18633,M,Marko Palo,Finland
18634,M,Ville Peltonen,Finland
18635,M,Pasi Sormunen,Finland
18636,M,Mika Strömberg,Finland
18637,M,Petri Varis,Finland
18638,M,Hannu Virta,Finland
18639,M,Armin Zöggeler,Italy
18640,F,Gerda Weissensteiner,Italy
18641,F,Andrea Tagwerker,Austria
18642,M,Wilfried Huber,Italy
18643,M,Kurt Brugger,Italy
18644,M,Fred Børre Lundberg,Norway
18645,M,Bjarte Engen Vik,Norway
18646,M,Masashi Abe,Japan
18647,M,Jean-Yves Cuendet,Switzerland
18648,M,Ji-Hoon Chae,South Korea
18649,M,Mirko Vuillermin,Italy
18650,M,Nicholas Gooch,Great Britain
18651,F,Yanmei Zhang,China
18652,M,Marc Gagnon,Canada
18653,F,Lee-Kyung Chun,South Korea
18654,F,So-Hee Kim,South Korea
18655,F,Yoon-Mi Kim,South Korea
18656,F,Hye-Kyung Won,South Korea
18657,F,Christine Boudrias,Canada
18658,F,Isabelle Charest,Canada
18659,F,Karen Cashman,United States
18660,M,Hugo Herrnhof,Italy
18661,M,Maurizio Carnino,Italy
18662,M,Orazio Fagone,Italy
18663,M,John Coyle,United States
18664,M,Andrew Gabel,United States
18665,M,Randall Bartz,United States
18666,M,Steven Bradbury,Australia
18667,M,Kieran Hansen,Australia
18668,M,Andrew Murtha,Australia
18669,M,Richard Nizielski,Australia
18670,M,Espen Bredesen,Norway
18671,M,Lasse Ottesen,Norway
18672,M,Dieter Thoma,Germany
18673,M,Jens Weißflog,Germany
18674,M,Andreas Goldberger,Austria
18675,M,Christof Duffner,Germany
18676,M,Hansjörg Jäkle,Germany
18677,M,Masahiko Harada,Japan
18678,M,Noriaki Kasai,Japan
18679,M,Jinya Nishikata,Japan
18680,M,Takanobu Okabe,Japan
18681,M,Stefan Horngacher,Austria
18682,M,Christian Moser,Austria
18683,M,Aleksandr Golubev,Russia
18684,M,Sergey Klevchenya,Russia
18685,M,Manabu Horii,Japan
18686,F,Susan Auch,Canada
18687,F,Franziska Schenk,Germany
18688,M,Dan Jansen,United States
18689,M,Igor Zhelezovsky,Belarus
18690,F,Anke Baier-Loef,Germany
18691,M,Rintje Ritsma,Netherlands
18692,F,Svetlana Fedotkina,Russia
18693,F,Svetlana Bashanova,Russia
18694,M,Kjell Storelid,Norway
18695,F,Hiromi Yamamoto,Japan
18696,M,Justin Huish,United States
18697,M,Magnus Petersson,Sweden
18698,M,Kyo-Moon Oh,South Korea
18699,F,Kyung-Wook Kim,South Korea
18700,F,Ying He,China
18701,F,Olena Sadovnycha,Ukraine
18702,M,Richard Johnson,United States
18703,M,Rod White,United States
18704,M,Bo-Ram Kim,South Korea
18705,M,Yong-Ho Jang,South Korea
18706,M,Matteo Bisiani,Italy
18707,M,Michele Frangilli,Italy
18708,M,Andrea Parenti,Italy
18709,F,Hye-Young Youn,South Korea
18710,F,Jo-Sun Kim,South Korea
18711,F,Barbara Mensing,Germany
18712,F,Cornelia Pfohl,Germany
18713,F,Sandra Wagner-Sachse,Germany
18714,F,Iwona Dzieciol,Poland
18715,F,Katarzyna Klata,Poland
18716,F,Joanna Nowicka,Poland
18717,M,Donovan Bailey,Canada
18718,M,Ato Boldon,Trinidad & Tobago
18719,M,Davis Kamoga,Uganda
18720,F,Cathy Freeman,Australia
18721,F,Falilat Ogunkoya,Nigeria
18722,M,Vebjørn Rodal,Norway
18723,M,Hezekiel Sepeng,South Africa
18724,M,Fred Onyancha,Kenya
18725,F,Svetlana Masterkova,Russia
18726,F,Maria Mutola,Mozambique
18727,M,Noureddine Morceli,Algeria
18728,M,Stephen Kipkorir,Kenya
18729,F,Gabriela Szabo,Romania
18730,F,Theresia Kiesl,Austria
18731,M,Venuste Niyongabo,Burundi
18732,M,Khalid Boulami,Morocco
18733,F,Junxia Wang,China
18734,F,Pauline Konga,Kenya
18735,F,Roberta Brunet,Italy
18736,M,Haile Gebrselassie,Ethiopia
18737,M,Paul Tergat,Kenya
18738,M,Salah Hissou,Morocco
18739,F,Fernanda Ribeiro,Portugal
18740,F,Gete Wami,Ethiopia
18741,M,Josia Thugwane,South Africa
18742,M,Bong-Ju Lee,South Korea
18743,M,Erick Wainaina,Kenya
18744,F,Fatuma Roba,Ethiopia
18745,F,Valentina Yegorova,Russia
18746,F,Ludmila Engquist,Sweden
18747,F,Brigita Bukovec,Slovenia
18748,F,Patricia Girard-Léno,France
18749,M,Allen Johnson,United States
18750,M,Mark Crear,United States
18751,M,Florian Schwarthoff,Germany
18752,M,Derrick Adkins,United States
18753,M,Samuel Matete,Zambia
18754,M,Calvin Davis,United States
18755,F,Deon Hemmings,Jamaica
18756,F,Kim Batten,United States
18757,F,Tonja Buford-Bailey,United States
18758,M,Joseph Keter,Kenya
18759,M,Moses Kiptanui,Kenya
18760,M,Alessandro Lambruschini,Italy
18761,F,Yelena Nikolayeva,Russia
18762,F,Elisabetta Perrone,Italy
18763,F,Wang Yan,China
18764,M,Jefferson Pérez,Ecuador
18765,M,Ilya Markov,Russia
18766,M,Bernardo Sugura,Mexico
18767,M,Robert Korzeniowski,Poland
18768,M,Mikhail Shchennikov,Russia
18769,M,Valentin Massana,Spain
18770,M,Glenroy Gilbert,Canada
18771,M,Robert Esmie,Canada
18772,M,Bruny Surin,Canada
18773,M,Carlton Chambers,Canada
18774,M,Jon Drummond,United States
18775,M,Tim Harden,United States
18776,M,Tim Montgomery,United States
18777,M,Edson Ribeiro,Brazil
18778,M,André Silva,Brazil
18779,M,Arnaldo Silva,Brazil
18780,F,Chryste Gaines,United States
18781,F,Inger Miller,United States
18782,F,Carlette Guidry-White,United States
18783,F,Eldece Clark,Bahamas
18784,F,Pauline Davis-Thompson,Bahamas
18785,F,Sevatheda Fynes,Bahamas
18786,F,Chandra Sturrup,Bahamas
18787,F,Debbie Ferguson-McKenzie,Bahamas
18788,F,Michelle Freeman,Jamaica
18789,F,Nikole Mitchell,Jamaica
18790,F,Andria Lloyd,Jamaica
18791,F,Gillian Russell,Jamaica
18792,M,Anthuan Maybank,United States
18793,M,Derek Mills,United States
18794,M,Lamont Smith,United States
18795,M,Alvin Harrison,United States
18796,M,Jason Rouser,United States
18797,M,Jamie Baulch,Great Britain
18798,M,Iwan Thomas,Great Britain
18799,M,Mark Hylton,Great Britain
18800,M,Davian Clarke,Jamaica
18801,M,Greg Haughton,Jamaica
18802,M,Roxbert Martin,Jamaica
18803,M,Michael McDonald,Jamaica
18804,M,Dennis Blake,Jamaica
18805,M,Garth Robinson,Jamaica
18806,F,Maicel Malone,United States
18807,F,Kim Graham,United States
18808,F,Linetta Wilson,United States
18809,F,Bisi Afolabi,Nigeria
18810,F,Charity Opara,Nigeria
18811,F,Fatima Yusuf,Nigeria
18812,F,Grit Breuer,Germany
18813,F,Linda Kisabaka,Germany
18814,F,Uta Rohländer,Germany
18815,F,Anja Rücker,Germany
18816,M,Charles Austin,United States
18817,M,Steve Smith,Great Britain
18818,F,Niki Bakogianni,Greece
18819,F,Inga Babakhova,Ukraine
18820,M,James Beckford,Jamaica
18821,F,Chioma Ajunwa,Nigeria
18822,F,Fiona May,Italy
18823,M,Kenny Harrison,United States
18824,M,Jonathan Edwards,Great Britain
18825,M,Yoelbi Quesada,Cuba
18826,F,Inessa Kravets,Ukraine
18827,F,Inna Lasovskaya,Russia
18828,F,Sarka Kasparková,Czech Republic
18829,M,Jean Galfione,France
18830,M,Igor Trandenkov,Russia
18831,M,Andrej Tiwontschik,Germany
18832,M,Lars Riedel,Germany
18833,M,Vladimir Dubrovshchik,Belarus
18834,M,Vasiliy Kaptyukh,Belarus
18835,F,Ilke Wyludda,Germany
18836,F,Natalya Sadova,Russia
18837,F,Elya Zvereva,Belarus
18838,M,Balazs Kiss,Hungary
18839,M,Lance Deal,United States
18840,M,Oleksiy Krykun,Ukraine
18841,M,Jan Zelezny,Czech Republic
18842,F,Heli Rantanen,Finland
18843,F,Louise McPaul,Australia
18844,F,Trine Hattestad,Norway
18845,M,John Godina,United States
18846,M,Aleksandr Bagach,Ukraine
18847,F,Astrid Kumbernuss,Germany
18848,F,Xinmei Sui,China
18849,F,Irina Khudorozhkina,Russia
18850,F,Ghada Shouaa,Syria
18851,F,Natasha Sazanovich,Belarus
18852,F,Denise Lewis,Great Britain
18853,M,Dan O'Brien,United States
18854,M,Frank Busemann,Germany
18855,M,Tomás Dvorák,Czech Republic
18856,M,Poul-Erik Hoyer-Larsen,Denmark
18857,M,Jiong Dong,China
18858,M,Rashid Sidek,Malaysia
18859,F,Mia Audina,Indonesia
18860,M,Rexy Mainaky,Indonesia
18861,M,Ricky Subagja,Indonesia
18862,M,Kim Hock Yap,Malaysia
18863,M,Soon Kit Cheah,Malaysia
18864,M,Antonius Ariantho,Indonesia
18865,M,Denny Kantono,Indonesia
18866,F,Fei Ge,China
18867,F,Jun Gu,China
18868,F,Hye-Ock Jang,South Korea
18869,F,Yiyuan Qin,China
18870,F,Yongshu Tang,China
18871,M,Dong-Moon Kim,South Korea
18872,F,Kyung-Min Ra,South Korea
18873,M,Jianjun Liu,China
18874,F,Man Sun,China
18875,M,Eduardo Paret,Cuba
18876,M,Osmany Romero,Cuba
18877,M,Antonio Scull,Cuba
18878,M,José Ariel,Cuba
18879,M,Miguel Caldes,Cuba
18880,M,Jorge Fumero,Cuba
